match_id,competition_id,season_id,match_date,team,opponent,is_home,goals_for,goals_against,xg_for,xg_against,shot_accuracy_pct,possession_pct,progressive_passes_pct
7557,43,3,2018-06-25,Iran,Portugal,1,1,1,1.5769696039999999,1.5224178248,22.22222222222222,27.502876869965476,35.064935064935064
7557,43,3,2018-06-25,Portugal,Iran,0,1,1,1.5224178248,1.5769696039999999,26.666666666666668,72.49712313003452,17.60299625468165
7560,43,3,2018-06-25,Spain,Morocco,1,2,2,2.6044931,1.0717606750000002,16.666666666666664,75.0,13.333333333333334
7560,43,3,2018-06-25,Morocco,Spain,0,2,2,1.0717606750000002,2.6044931,37.5,25.0,20.32085561497326
7558,43,3,2018-06-25,Uruguay,Russia,1,3,0,2.4825809298,0.180184531,37.5,58.05739514348785,22.018348623853214
7558,43,3,2018-06-25,Russia,Uruguay,0,0,3,0.180184531,2.4825809298,33.33333333333333,41.94260485651214,26.20689655172414
7563,43,3,2018-06-26,Denmark,France,1,0,0,0.13895808480000002,0.41814049500000006,20.0,32.85302593659942,21.1864406779661
7563,43,3,2018-06-26,France,Denmark,0,0,0,0.41814049500000006,0.13895808480000002,36.36363636363637,67.14697406340058,18.58108108108108
7561,43,3,2018-06-26,Iceland,Croatia,1,1,2,2.1326869014999996,0.6739287970000001,35.294117647058826,38.22170900692841,31.69642857142857
7561,43,3,2018-06-26,Croatia,Iceland,0,2,1,0.6739287970000001,2.1326869014999996,15.384615384615385,61.77829099307159,20.39911308203991
7562,43,3,2018-06-26,Australia,Peru,1,0,2,1.629269625,0.3363750876,12.5,57.15705765407555,30.265848670756647
7562,43,3,2018-06-26,Peru,Australia,0,2,0,0.3363750876,1.629269625,75.0,42.84294234592445,21.407624633431084
7564,43,3,2018-06-26,Nigeria,Argentina,1,1,2,1.305345181,0.8505598590000001,33.33333333333333,35.11450381679389,28.57142857142857
7564,43,3,2018-06-26,Argentina,Nigeria,0,2,1,0.8505598590000001,1.305345181,37.5,64.8854961832061,18.16283924843424
